カテゴリ名,サブカテゴリ名,アイテム名,所要日数作業単位_数量,所要日数作業単位_単位,基本所要日数名,基本所要日数,歩掛作業単位_数量,歩掛作業単位_単位,基本歩掛名,歩掛カテゴリ,項目名,歩掛数量,歩掛単位,説明
仮設工,鋼矢板(H形鋼) 工 油圧圧入引抜工,鋼矢板引抜き,,,,,10,枚,,機械,クレーン付台船運転,$10/N$,日,表3.2(注)3 表3.12 機械損料 水上からの施工のみ計上する。
仮設工,鋼矢板(H形鋼) 工 油圧圧入引抜工,鋼矢板引抜き,,,,,10,枚,,機械,引船運転,$10/N$,日,表3.2(注)3 表3.12 機械損料 水上からの施工のみ計上する。
仮設工,鋼矢板(H形鋼) 工 油圧圧入引抜工,鋼矢板引抜き,,,,,10,枚,,,諸雑費,1,式,表3.17
仮設工,鋼矢板(H形鋼) 工 油圧圧入引抜工,油圧式杭圧入引抜機据付・解体,,,,,1,回,,労務,土木一般世話役,表3.16,人,
仮設工,鋼矢板(H形鋼) 工 油圧圧入引抜工,油圧式杭圧入引抜機据付・解体,,,,,1,回,,労務,特殊作業員,表3.16,人,
仮設工,鋼矢板(H形鋼) 工 油圧圧入引抜工,油圧式杭圧入引抜機据付・解体,,,,,1,回,,労務,とび工,表3.16,人,
仮設工,鋼矢板(H形鋼) 工 油圧圧入引抜工,油圧式杭圧入引抜機据付・解体,,,,,1,回,,機械,油圧式杭圧入引抜機運転,表3.16,日,機械損料
仮設工,鋼矢板(H形鋼) 工 油圧圧入引抜工,油圧式杭圧入引抜機据付・解体,,,,,1,回,,機械,ラフテレーンクレーン運転,表3.16,日,機械損料 陸上からの施工のみ計上する。
仮設工,鋼矢板(H形鋼) 工 油圧圧入引抜工,油圧式杭圧入引抜機据付・解体,,,,,1,回,,機械,ラフテレーンクレーン運転,表3.16,日,機械損料 陸上からの施工のみ計上する。
仮設工,鋼矢板(H形鋼) 工 油圧圧入引抜工,油圧式杭圧入引抜機据付・解体,,,,,1,回,,機械,クレーン付台船運転,表3.16,日,機械損料 水上からの施工のみ計上する。
仮設工,鋼矢板(H形鋼) 工 油圧圧入引抜工,油圧式杭圧入引抜機据付・解体,,,,,1,回,,機械,引船運転,表3.16,日,機械損料 水上からの施工のみ計上する。
仮設工,鋼矢板(H形鋼) 工 油圧圧入引抜工,油圧式杭圧入引抜機据付・解体,,,,,1,回,,,諸雑費,1,式,
仮設工,鋼矢板工 (アースオーガ併用圧入工),アースオーガ併用圧入工法による鋼矢板打込み,,,,,10,枚,,労務,土木一般世話役,$10/N\times1$,人,表4.1 表5.1~表5.4
仮設工,鋼矢板工 (アースオーガ併用圧入工),アースオーガ併用圧入工法による鋼矢板打込み,,,,,10,枚,,労務,とび工,$10/N\times2$,人,
仮設工,鋼矢板工 (アースオーガ併用圧入工),アースオーガ併用圧入工法による鋼矢板打込み,,,,,10,枚,,労務,普通作業員,$10/N\times1$,人,
仮設工,鋼矢板工 (アースオーガ併用圧入工),アースオーガ併用圧入工法による鋼矢板打込み,,,,,10,枚,,機械,アースオーガ併用圧入杭打機運転,$10/N$,日,表3.1 表5.1~表5.4 機械損料
仮設工,鋼矢板工 (アースオーガ併用圧入工),アースオーガ併用圧入工法による鋼矢板打込み,,,,,10,枚,,,諸雑費,1,式,表5.5
仮設工,鋼矢板(H形鋼) 工 (クレーン引抜工),クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り,,,,,,,,労務,土木一般世話役,$10/N\times1$,人,"表3.2, 表3.3"
仮設工,鋼矢板(H形鋼) 工 (クレーン引抜工),クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り,,,,,,,,労務,とび工,$10/N\times2$,人,
仮設工,鋼矢板(H形鋼) 工 (クレーン引抜工),クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り,,,,,,,,労務,普通作業員,$10/N\times1$,人,
仮設工,鋼矢板(H形鋼) 工 (クレーン引抜工),クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り,,,,,,,,機械,杭抜き機運転,$10/N$,日,表3.1 機械損料
仮設工,鋼矢板(H形鋼) 工 (クレーン引抜工),クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り,,,,,,,,機械,ラフテレーンクレーン運転,$10/N$,日,表3.1 機械賃料
仮設工,鋼矢板(H形鋼) 工 (クレーン引抜工),クレーンによる鋼矢板及びH形鋼引抜き10枚[本]当り,,,,,,,,,諸雑費,1,式,
仮設工,仮設材設置撤去工,切梁・腹起し設置・撤去,,,,,10,t,,労務,土木一般世話役,表4.1,人,
仮設工,仮設材設置撤去工,切梁・腹起し設置・撤去,,,,,10,t,,労務,とび工,表4.1,人,
仮設工,仮設材設置撤去工,切梁・腹起し設置・撤去,,,,,10,t,,労務,溶接工,表4.1,人,
仮設工,仮設材設置撤去工,切梁・腹起し設置・撤去,,,,,10,t,,労務,普通作業員,表4.1,人,
仮設工,仮設材設置撤去工,切梁・腹起し設置・撤去,,,,,10,t,,機械,ラフテレーンクレーン運転,表4.1,日,
仮設工,仮設材設置撤去工,切梁・腹起し設置・撤去,,,,,10,t,,,諸雑費,1,式,表4.1
仮設工,仮設材設置撤去工,タイロッド・腹起し設置,,,,,10,t,,労務,土木一般世話役,表4.1,人,
仮設工,仮設材設置撤去工,タイロッド・腹起し設置,,,,,10,t,,労務,とび工,表4.1,人,
仮設工,仮設材設置撤去工,タイロッド・腹起し設置,,,,,10,t,,労務,溶接工,表4.1,人,
仮設工,仮設材設置撤去工,タイロッド・腹起し設置,,,,,10,t,,労務,普通作業員,表4.1,人,
仮設工,仮設材設置撤去工,タイロッド・腹起し設置,,,,,10,t,,機械,ラフテレーンクレーン運転,表4.1,日,機械賃料
仮設工,仮設材設置撤去工,タイロッド・腹起し設置,,,,,10,t,,,タイロッド,,t,必要量計上
仮設工,仮設材設置撤去工,タイロッド・腹起し設置,,,,,10,t,,,諸雑費,1,式,表4.1
仮設工,仮設材設置撤去工,タイロッド・腹起し撤去,,,,,10,t,,労務,土木一般世話役,表4.1,人,
仮設工,仮設材設置撤去工,タイロッド・腹起し撤去,,,,,10,t,,労務,とび工,表4.1,人,
仮設工,仮設材設置撤去工,タイロッド・腹起し撤去,,,,,10,t,,労務,溶接工,表4.1,人,
仮設工,仮設材設置撤去工,タイロッド・腹起し撤去,,,,,10,t,,労務,普通作業員,表4.1,人,
仮設工,仮設材設置撤去工,タイロッド・腹起し撤去,,,,,10,t,,機械,ラフテレーンクレーン運転,表4.1,日,機械賃料
仮設工,仮設材設置撤去工,タイロッド・腹起し撤去,,,,,10,t,,,諸雑費,1,式,表4.1
仮設工,仮設材設置撤去工,横矢板設置,,,,,10,m²,,労務,土木一般世話役,表4.1,人,
仮設工,仮設材設置撤去工,横矢板設置,,,,,10,m²,,労務,普通作業員,表4.1,人,
仮設工,仮設材設置撤去工,横矢板設置,,,,,10,m²,,,横矢板,壁面積(10m²)×板厚,m³,
仮設工,仮設材設置撤去工,横矢板設置,,,,,10,m²,,,諸雑費,1,式,
仮設工,仮設材設置撤去工,横矢板撤去,,,,,10,m²,,労務,土木一般世話役,表4.1,人,
仮設工,仮設材設置撤去工,横矢板撤去,,,,,10,m²,,労務,普通作業員,表4.1,人,
仮設工,仮設材設置撤去工,横矢板撤去,,,,,10,m²,,,諸雑費,1,式,
仮設工,仮設材設置撤去工,覆工板・受桁設置・撤去 (覆工板設置面積700m²以下),,,,,100,m²,,労務,土木一般世話役,表4.2,人,
仮設工,仮設材設置撤去工,覆工板・受桁設置・撤去 (覆工板設置面積700m²以下),,,,,100,m²,,労務,とび工,表4.2,人,
仮設工,仮設材設置撤去工,覆工板・受桁設置・撤去 (覆工板設置面積700m²以下),,,,,100,m²,,労務,溶接工,表4.2,人,
仮設工,仮設材設置撤去工,覆工板・受桁設置・撤去 (覆工板設置面積700m²以下),,,,,100,m²,,労務,普通作業員,表4.2,人,
仮設工,仮設材設置撤去工,覆工板・受桁設置・撤去 (覆工板設置面積700m²以下),,,,,100,m²,,機械,ラフテレーンクレーン運転,表4.2,日,機械賃料
仮設工,仮設材設置撤去工,覆工板・受桁設置・撤去 (覆工板設置面積700m²以下),,,,,100,m²,,,諸雑費,1,式,表4.2
仮設工,仮設材設置撤去工,覆工板設置・撤去 (覆工板設置面積700m²を超える),,,,,100,m²,,労務,土木一般世話役,表4.2,人,
仮設工,仮設材設置撤去工,覆工板設置・撤去 (覆工板設置面積700m²を超える),,,,,100,m²,,労務,とび工,表4.2,人,
仮設工,仮設材設置撤去工,覆工板設置・撤去 (覆工板設置面積700m²を超える),,,,,100,m²,,労務,普通作業員,表4.2,人,
仮設工,仮設材設置撤去工,覆工板設置・撤去 (覆工板設置面積700m²を超える),,,,,100,m²,,機械,ラフテレーンクレーン運転,表4.2,日,機械賃料
仮設工,仮設材設置撤去工,覆工板設置・撤去 (覆工板設置面積700m²を超える),,,,,100,m²,,,諸雑費,1,式,表4.2
仮設工,仮設材設置撤去工,覆工板受桁設置・撤去 (覆工板設置面積700m²を超える),,,,,10,t,,労務,土木一般世話役,表4.2,人,
仮設工,仮設材設置撤去工,覆工板受桁設置・撤去 (覆工板設置面積700m²を超える),,,,,10,t,,労務,とび工,表4.2,人,
仮設工,仮設材設置撤去工,覆工板受桁設置・撤去 (覆工板設置面積700m²を超える),,,,,10,t,,労務,溶接工,表4.2,人,
仮設工,仮設材設置撤去工,覆工板受桁設置・撤去 (覆工板設置面積700m²を超える),,,,,10,t,,労務,普通作業員,表4.2,人,
仮設工,仮設材設置撤去工,覆工板受桁設置・撤去 (覆工板設置面積700m²を超える),,,,,10,t,,機械,ラフテレーンクレーン運転,表4.2,日,機械賃料
仮設工,仮設材設置撤去工,覆工板受桁設置・撤去 (覆工板設置面積700m²を超える),,,,,10,t,,,諸雑費,1,式,表4.2
仮設工,足場工,手摺先行型枠組足場・単管足場・単管傾斜足場,,,,,100,掛m²,,労務,土木一般世話役,表3.1,人,
仮設工,足場工,手摺先行型枠組足場・単管足場・単管傾斜足場,,,,,100,掛m²,,労務,とび工,表3.1,人,
仮設工,足場工,手摺先行型枠組足場・単管足場・単管傾斜足場,,,,,100,掛m²,,労務,普通作業員,表3.1,人,
仮設工,足場工,手摺先行型枠組足場・単管足場・単管傾斜足場,,,,,100,掛m²,,機械,クレーン運転,表3.1,日,機械賃料
仮設工,足場工,手摺先行型枠組足場・単管足場・単管傾斜足場,,,,,100,掛m²,,,諸雑費,1,式,表3.1
仮設工,支保工,パイプサポート支保・くさび結合支保,,,,,100,m³,,労務,土木一般世話役,表3.1,人,
仮設工,支保工,パイプサポート支保・くさび結合支保,,,,,100,m³,,労務,型わく工,表3.1,人,
仮設工,支保工,パイプサポート支保・くさび結合支保,,,,,100,m³,,労務,とび工,表3.1,人,
仮設工,支保工,パイプサポート支保・くさび結合支保,,,,,100,m³,,労務,普通作業員,表3.1,人,
仮設工,支保工,パイプサポート支保・くさび結合支保,,,,,100,m³,,機械,クレーン運転,表3.1,日,機械損料
仮設工,支保工,パイプサポート支保・くさび結合支保,,,,,100,m³,,,諸雑費,1,式,表3.1
仮設工,支保工,パイプサポート支保 (小規模),,,,,10,m³,,労務,土木一般世話役,表3.2,人,
仮設工,支保工,パイプサポート支保 (小規模),,,,,10,m³,,労務,型わく工,表3.2,人,
仮設工,支保工,パイプサポート支保 (小規模),,,,,10,m³,,労務,とび工,表3.2,人,
仮設工,支保工,パイプサポート支保 (小規模),,,,,10,m³,,労務,普通作業員,表3.2,人,
仮設工,支保工,パイプサポート支保 (小規模),,,,,10,m³,,,諸雑費,1,式,表3.2
仮設工,締切排水工,ポンプ運転,,,,,1,日,,労務,特殊作業員,表3.2,人,
仮設工,締切排水工,ポンプ運転,,,,,1,日,,機械,工事用水中モータポンプ運転,1,日,表3.1 機械賃料 機械損料
仮設工,締切排水工,ポンプ運転,,,,,1,日,,機械,発動発電機運転,1,日,表3.1 機械賃料
仮設工,締切排水工,ポンプ運転,,,,,1,日,,,諸雑費,1,式,表3.3
仮設工,締切排水工,ポンプ設置・撤去,,,,,1,箇所,,労務,土木一般世話役,表3.4,人,
仮設工,締切排水工,ポンプ設置・撤去,,,,,1,箇所,,労務,特殊作業員,表3.4,人,
仮設工,締切排水工,ポンプ設置・撤去,,,,,1,箇所,,労務,普通作業員,表3.4,人,
仮設工,締切排水工,ポンプ設置・撤去,,,,,1,箇所,,機械,バックホウ(クローラ型)運転,表3.4,日,機械賃料
仮設工,締切排水工,ポンプ設置・撤去,,,,,1,箇所,,,諸雑費,1,式,
仮設工,ウエルポイント工,ウエルポイント設置又は撤去,,,,,100,本,,労務,土木一般世話役,表3.1,人,
仮設工,ウエルポイント工,ウエルポイント設置又は撤去,,,,,100,本,,労務,特殊作業員,表3.1,人,
仮設工,ウエルポイント工,ウエルポイント設置又は撤去,,,,,100,本,,労務,普通作業員,表3.1,人,
仮設工,ウエルポイント工,ウエルポイント設置又は撤去,,,,,100,本,,機械,ジェット装置運転,表3.1,日,
仮設工,ウエルポイント工,ウエルポイント設置又は撤去,,,,,100,本,,,諸雑費,1,式,
仮設工,ウエルポイント工,ウエルポイントポンプ設置又は撤去,,,,,1,組,,労務,土木一般世話役,表3.4,人,
仮設工,ウエルポイント工,ウエルポイントポンプ設置又は撤去,,,,,1,組,,労務,特殊作業員,表3.4,人,
仮設工,ウエルポイント工,ウエルポイントポンプ設置又は撤去,,,,,1,組,,労務,普通作業員,表3.4,人,
仮設工,ウエルポイント工,ウエルポイントポンプ設置又は撤去,,,,,1,組,,,諸雑費,1,式,
仮設工,ウエルポイント工,ウエルポイントポンプ運転管理,,,,,1,日,,労務,土木一般世話役,表3.5,人,
仮設工,ウエルポイント工,ウエルポイントポンプ運転管理,,,,,1,日,,労務,特殊作業員,表3.5,人,
仮設工,ウエルポイント工,ウエルポイントポンプ運転管理,,,,,1,日,,,諸雑費,1,式,
仮設工,ウエルポイント工,ウエルポイント工損料一式当り,,,,,,,,,ウエルポイントポンプ 損料(供用1日当り),,日,供用1箇月当り損料/30
仮設工,ウエルポイント工,ウエルポイント工損料一式当り,,,,,,,,,ウェルポイント 損料(1現場当り),,本,供用1箇月当り損料/30 ×使用本数
仮設工,ウエルポイント工,ウエルポイント工損料一式当り,,,,,,,,,ウェルボトット 損料(供用1日当り),,日,供用1箇月当り損料/30
仮設工,ウエルポイント工,ウエルポイント工損料一式当り,,,,,,,,,放流パイプ 損料(1現場当り),,m,供用1箇月当り損料/30 ×使用延長
仮設工,ウエルポイント工,ウエルポイント工損料一式当り,,,,,,,,,諸雑費,1,式,
仮設工,ウエルポイント工,ジェット装置損料一式当り,,,,,,,,,ジェット装置 損料(供用1日当り),,日,供用1箇月当り損料/30
仮設工,ウエルポイント工,ジェット装置損料一式当り,,,,,,,,,ジェット装置 損料(供用1日当り),,日,供用1箇月当り損料/30
仮設工,ウエルポイント工,ジェット装置損料一式当り,,,,,,,,機械,スターカッター 損料(供用1日当り),1,個,
仮設工,ウエルポイント工,ジェット装置損料一式当り,,,,,,,,,諸雑費,1,式,
仮設工,大型土のう工,大型土のう製作・設置 (バックホウ設置),,,,,10,袋,,労務,土木一般世話役,$1\times10/D$,人,"表4.1,表4.2"
仮設工,大型土のう工,大型土のう製作・設置 (バックホウ設置),,,,,10,袋,,労務,特殊作業員,$1\times10/D$,人,
仮設工,大型土のう工,大型土のう製作・設置 (バックホウ設置),,,,,10,袋,,労務,普通作業員,$1\times10/D$,人,
仮設工,大型土のう工,大型土のう製作・設置 (バックホウ設置),,,,,10,袋,,,大型土のう,10,袋,
仮設工,大型土のう工,大型土のう製作・設置 (バックホウ設置),,,,,10,袋,,,土砂,10,m³,
仮設工,大型土のう工,大型土のう製作・設置 (バックホウ設置),,,,,10,袋,,機械,バックホウ (クローラ型) 運転,10/D,日,表4.2 機械賃料
仮設工,大型土のう工,大型土のう製作・設置 (バックホウ設置),,,,,10,袋,,,諸雑費,1,式,表4.3
仮設工,大型土のう工,大型土のう製作・設置 (ラフテレーンクレーン設置),,,,,10,袋,,労務,土木一般世話役,$1\times10/D$,人,"表4.1,表4.2"
仮設工,大型土のう工,大型土のう製作・設置 (ラフテレーンクレーン設置),,,,,10,袋,,労務,特殊作業員,$1\times10/D$,人,
仮設工,大型土のう工,大型土のう製作・設置 (ラフテレーンクレーン設置),,,,,10,袋,,労務,普通作業員,$1\times10/D$,人,
仮設工,大型土のう工,大型土のう製作・設置 (ラフテレーンクレーン設置),,,,,10,袋,,,大型土のう,10,袋,
仮設工,大型土のう工,大型土のう製作・設置 (ラフテレーンクレーン設置),,,,,10,袋,,,土砂,10,m³,
仮設工,大型土のう工,大型土のう製作・設置 (ラフテレーンクレーン設置),,,,,10,袋,,機械,バックホウ (クローラ型) 運転,10/D,日,表4.2 機械賃料
仮設工,大型土のう工,大型土のう製作・設置 (ラフテレーンクレーン設置),,,,,10,袋,,機械,ラフテレーンクレーン運転,10/D,日,表4.2 機械賃料
仮設工,大型土のう工,大型土のう製作・設置 (ラフテレーンクレーン設置),,,,,10,袋,,,諸雑費,1,式,表4.3
仮設工,大型土のう工,大型土のう製作,,,,,10,袋,,労務,土木一般世話役,$1\times10/D$,人,"表4.1,表4.2"
仮設工,大型土のう工,大型土のう製作,,,,,10,袋,,労務,特殊作業員,$1\times10/D$,人,
仮設工,大型土のう工,大型土のう製作,,,,,10,袋,,労務,普通作業員,$1\times10/D$,人,
